MeasureItem;MeasureItemCategoryID;MeasureItemID;Category;Country;Year;LengthOfCircuits;LengthOfRoutes;NumberOfUnits;ProvidedValue;CreationDate;ProvidedValueCode
Inventory of Transmission;5;402;ACL_275kV;NO;2022;4108.8;4108.8;;;08/06/2023;
Inventory of Transmission;5;403;ACL_330kV;NO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;NO;2022;4773;4773;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;NO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;NO;2022;131.7;118.7;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;NO;2022;21.3;21.3;;;08/06/2023;
Inventory of Transmission;5;408;DCC_220kV_380kV;NO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;NO;2022;3846;1923.9;;;08/06/2023;
Inventory of Transmission;5;410;Of_PU_>400kV;NO;2022;;;132;55097;08/06/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;NO;2022;;;155;64165;08/06/2023;
Inventory of Transmission;5;412;Of_PU_>275kV;NO;2022;;;390;130668;08/06/2023;
Inventory of Transmission;5;413;Of_PU_>220kV;NO;2022;;;425;109793;08/06/2023;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;NO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;NO;2022;;;5;3885;08/06/2023;
Inventory of Transmission;5;416;Nw_400kV_220kV;NO;2022;;;6;5318;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;NO;2022;;;16;3610;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;NO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;NO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;NO;2022;;;67;15034;08/06/2023;
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;NO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;422;DCC_110kV_220V;NO;2022;911.7;657;;;08/06/2023;
Inventory of Transmission;5;424;Comments_1;NO;2022;;;;We don't have the distance between masts for the lentgh of route but we have removed the parallell lines to make an estimation. The lenght between masts would be shorter.  300 kV lines i represented in 275 kV, and 420 kV in 380-400 kV.;08/06/2023;
Inventory of Transmission;5;425;Comments_2;NO;2022;;;;Lenght of route is without parallell cables.;08/06/2023;
Inventory of Transmission;5;426;Comments_3;NO;2022;;;;Lenght of route is without parallell cables.;08/06/2023;
Inventory of Transmission;5;427;Comments_4;NO;2022;;;;We include the 300 kV transformers in the 275 kV overview because they don't fit in any of the other categories. 330 kV is to high voltage and 275 a bit to low, but they do have tap changers and most of the 275 kV transformers can be used in the 300 kV grid. The transformers reported for 275 kV are between 273 and 315 kV.;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;401;ACL_220kV;PL;2022;7352;6521;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;PL;2022;8227;7250;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;PL;2022;114;114;;;08/06/2023;
Inventory of Transmission;5;406;ACC_220kV_380kV;PL;2022;1;1;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;PL;2022;127;127;;;08/06/2023;
Inventory of Transmission;5;410;Of_PU_>400kV;PL;2022;;;35;17.346;08/06/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;PL;2022;;;51;13.688;08/06/2023;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;PL;2022;;;2;2.502;08/06/2023;
Inventory of Transmission;5;415;Nw_400kV_330kV;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;PL;2022;;;28;12.99;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;PL;2022;;;68;21.81;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;PL;2022;;;140;24.845;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;PL;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;PL;2022;;;;For ACL_750kV - Part of length in PL line PL-UK. 110kV lines are not a part of transmission system.;08/06/2023;
Inventory of Transmission;5;425;Comments_2;PL;2022;;;;Underground part of a overhead line;08/06/2023;
Inventory of Transmission;5;426;Comments_3;PL;2022;;;;For DCC_Over_380kV: A half of total length of PL-SE cable;08/06/2023;
Inventory of Transmission;5;427;Comments_4;PL;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;PT;2022;2500.7;1707.6;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;PT;2022;3848.3;2604.7;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;PT;2022;3075.1;2961.8;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;PT;2022;;;31;7480;08/06/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;PT;2022;;;72;5570;08/06/2023;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;PT;2022;;;17;7650;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;PT;2022;;;16;6440;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;PT;2022;;;5;830;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;PT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;PT;2022;;;;;08/06/2023;
Inventory of Transmission;5;425;Comments_2;PT;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;PT;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;PT;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;RO;2022;42.84308;40.418;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;RO;2022;4701.2095;3875.844;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;RO;2022;5242.6035;4984.594;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;RO;2022;3.1377318;3.108;;;08/06/2023;
Inventory of Transmission;5;406;ACC_220kV_380kV;RO;2022;0.3;0.3;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;RO;2022;;;19;7405;08/06/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;RO;2022;;;23;4026;08/06/2023;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;RO;2022;;;23;9500;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;RO;2022;;;32;8000;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;RO;2022;;;90;18100;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;RO;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;RO;2022;;;;;08/06/2023;
Inventory of Transmission;5;425;Comments_2;RO;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;RO;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;RO;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;SE;2022;3599;3599;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;402;ACL_275kV;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;SE;2022;11010;11010;;;08/06/2023;
Inventory of Transmission;5;404;ACL_380_400kV;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;405;ACL_750kV;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;SE;2022;19;19;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;SE;2022;6;6;;;08/06/2023;
Inventory of Transmission;5;408;DCC_220kV_380kV;SE;2022;507;507;;;08/06/2023;
Inventory of Transmission;5;409;DCC_Over_380kV;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;SE;2022;;;3;770;08/06/2023;
Inventory of Transmission;5;416;Nw_400kV_220kV;SE;2022;;;34;19530;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;SE;2022;;;1;200;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;SE;2022;;;3;1100;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;SE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;SE;2022;;;;Only route line are given as the formal method to define circuit KM is under development for the next delivery, but it is expected route KM and circuit KM should not differ by any large quantity;08/06/2023;
Inventory of Transmission;5;425;Comments_2;SE;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;SE;2022;;;;HVDC lines neighboring lines are not included in DCC kilometres, these are instead given in the cross border lines table. ;08/06/2023;
Inventory of Transmission;5;427;Comments_4;SE;2022;;;;Only lines and transformers within operation of Svenska Kraftnät is included in this. The vast majority of power transformers in Sweden are opearated by generating or distributing parties and not the TSO in Sweden. TSO may have power transformers for use within the transmission network, for example between 400 and 220kV conversion.;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;SI;2022;1957.8;1354.4;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;SI;2022;328.1;299.4;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;SI;2022;828;576.5;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;SI;2022;;;2;1.2;08/06/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;SI;2022;;;2;0.8;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;SI;2022;;;13;3.75;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;SI;2022;;;8;1.2;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;SI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;SI;2022;;;;;08/06/2023;
Inventory of Transmission;5;425;Comments_2;SI;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;SI;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;SI;2022;;;;"The PST transformer is included in the cell line Of_PU_>400kV
Transformer 400/51,5 kV for STATCOM is included in the cell line Nw_400kV_110kV_lower.";08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;SK;2022;79.802;40.028;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;SK;2022;688.456;548.268;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;SK;2022;2356.605;1865.069;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;SK;2022;;;3;1400;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;SK;2022;;;31;9230;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;SK;2022;;;6;1200;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;SK;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;SK;2022;;;;;08/06/2023;
Inventory of Transmission;5;425;Comments_2;SK;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;SK;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;SK;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;RS;2021;6057.065;5525.1724;;;28/03/2023;
Inventory of Transmission;5;401;ACL_220kV;RS;2021;1752.6982;1701.1482;;;28/03/2023;
Inventory of Transmission;5;402;ACL_275kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;RS;2021;1811.912;1716.3738;;;28/03/2023;
Inventory of Transmission;5;405;ACL_750kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;RS;2021;;;11;;28/03/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;RS;2021;;;18;;28/03/2023;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;RS;2021;;;9;;28/03/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;RS;2021;;;22;;28/03/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;RS;2021;;;27;;28/03/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;RS;2021;;;;;28/03/2023;
Inventory of Transmission;5;425;Comments_2;RS;2021;;;;;28/03/2023;
Inventory of Transmission;5;426;Comments_3;RS;2021;;;;;28/03/2023;
Inventory of Transmission;5;427;Comments_4;RS;2021;;;;;28/03/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;AL;2018;1640;1640;;;25/03/2019;
Inventory of Transmission;5;401;ACL_220kV;AL;2018;1250;1250;;;25/03/2019;
Inventory of Transmission;5;402;ACL_275kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;AL;2018;445.7;445.7;;;25/03/2019;
Inventory of Transmission;5;405;ACL_750kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;AL;2018;;;16;1778;25/03/2019;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;AL;2018;;;4;1200;25/03/2019;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;AL;2018;;;2;300;25/03/2019;
Inventory of Transmission;5;418;Nw_330kV_220kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;AL;2018;;;25;2486;25/03/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;AL;2018;;;;;25/03/2019;
Inventory of Transmission;5;425;Comments_2;AL;2018;;;;;25/03/2019;
Inventory of Transmission;5;426;Comments_3;AL;2018;;;;;25/03/2019;
Inventory of Transmission;5;427;Comments_4;AL;2018;;;;;25/03/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;CY;2018;820;410;;;22/03/2019;
Inventory of Transmission;5;401;ACL_220kV;CY;2018;88;44;;;22/03/2019;
Inventory of Transmission;5;402;ACL_275kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;405;ACL_750kV;CY;2018;;;;;22/03/2019;Not Available
Inventory of Transmission;5;406;ACC_220kV_380kV;CY;2018;;;;;22/03/2019;Not Available
Inventory of Transmission;5;407;ACC_Over_380kV;CY;2018;;;;;22/03/2019;Not Available
Inventory of Transmission;5;408;DCC_220kV_380kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;422;DCC_110kV_220V;CY;2018;;;;;22/03/2019;Not Available
Inventory of Transmission;5;424;Comments_1;CY;2018;;;;66kV power lines exist in the transmission network that do not fall in the above categories. Also 220kV Transmission Lines are operated at 132kV.;22/03/2019;
Inventory of Transmission;5;425;Comments_2;CY;2018;;;;132kV aand 66kV ac cables exist in the transmission network that do not fall in the above categories.;22/03/2019;
Inventory of Transmission;5;426;Comments_3;CY;2018;;;;;22/03/2019;
Inventory of Transmission;5;427;Comments_4;CY;2018;;;;Power Transformers 15.75/132kV, 11/132kV, 11/66kV, Step Down Network Transformers 132/11kV, 132/6,6kV, 132/3,3kV, 66/3.3kV and interbus transformers 132/66kV exist in the transmission network that do not fall in the above categories.;22/03/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;401;ACL_220kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;402;ACL_275kV;GB;2018;7778;0;;;04/04/2019;
Inventory of Transmission;5;403;ACL_330kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;GB;2018;12607;0;;;04/04/2019;
Inventory of Transmission;5;405;ACL_750kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;GB;2018;839;0;;;04/04/2019;
Inventory of Transmission;5;407;ACC_Over_380kV;GB;2018;296;0;;;04/04/2019;
Inventory of Transmission;5;408;DCC_220kV_380kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;GB;2018;327;0;;;04/04/2019;
Inventory of Transmission;5;410;Of_PU_>400kV;GB;2018;;;343;80.07;04/04/2019;
Inventory of Transmission;5;411;Of_PU_>330kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;GB;2018;;;537;99.71;04/04/2019;
Inventory of Transmission;5;413;Of_PU_>220kV;GB;2018;;;60;126.39;04/04/2019;
